"1024B","128B","12B"
9.24322,14.84908,13.03033
10.32219,13.75016,13.79392
11.303,14.22494,15.33644
13.94899,14.10453,15.70495
9.30001,24.16767,15.01392
10.75154,12.81226,17.4047
13.34425,15.66316,18.06691
8.92189,12.50156,15.28041
12.59582,13.28943,13.97534
9.42865,13.85601,15.84055
9.07014,12.42018,13.92145
9.38697,15.98207,15.17403
12.48401,12.78703,14.15596
13.57473,12.29662,13.09826
9.42995,16.52439,15.82964
11.40122,13.7481,17.95146
11.0797,17.53611,19.57787
11.36174,13.05691,16.6619
12.93238,16.61885,15.30988
10.1235,13.14794,20.97535
10.70363,13.45934,16.46252
10.48092,13.25066,13.31145
10.67966,14.67521,15.67949
11.95143,13.96818,15.81727
14.41893,15.95254,13.45633
19.7783,18.47314,15.37787
9.65163,12.97074,13.19878
9.79449,14.53777,15.23567
13.92931,14.10373,13.45473
14.928,22.36491,15.20363
11.06451,12.86979,13.94693
12.12036,12.89046,15.5903
12.31046,14.16601,13.32279
10.70733,13.29213,14.96196
11.0366,14.21606,13.57669
9.56886,12.50924,15.75039
10.22642,14.61316,14.63587
9.35379,13.48036,14.36345
8.89712,14.8235,18.86012
10.07785,18.949,13.40223
10.54492,13.44367,15.9014
13.37234,13.43405,14.08733
11.59119,13.40578,17.59058
9.59894,15.21963,26.80679
9.20383,14.07932,13.60758
14.64838,17.86739,15.79905
9.41376,16.85521,13.43707
9.89351,25.7419,19.06989
10.79757,12.40051,19.63299
9.96676,15.43191,13.30118
9.15955,14.70033,14.64558
9.87647,13.32436,14.9953
9.40469,14.93978,16.38835
9.76134,14.94084,18.38671
10.64742,15.16104,16.24135
9.43601,14.47017,13.01752
11.32432,12.88806,19.20181
10.54138,14.60564,15.49896
9.1526,15.39482,14.85532
10.6271,17.22053,14.15522
9.33893,15.44718,17.16464
9.35467,13.7439,15.73151
10.23398,12.78665,14.48125
12.06304,13.02456,17.56944
8.92715,16.58248,15.96818
10.8885,21.21142,13.35244
11.40752,14.9814,13.74009
13.64791,14.1152,13.35631
9.02295,12.80309,13.78956
10.66368,15.97753,18.56666
8.94678,17.39156,13.71203
11.68718,13.48081,13.80527
9.09786,13.80814,13.36528
13.62915,15.06707,15.65952
11.44446,18.31617,13.20503
12.11121,15.28477,14.13957
