1024B,128B,12B
24.89846,25.60071,16.04788
29.91283,15.60154,21.01544
19.90416,20.61444,11.00616
24.90628,25.62727,16.09762
33.81632,15.63402,21.0397
19.9382,20.63893,11.0467
24.93062,25.65178,16.09679
29.95201,15.65257,21.06716
19.9484,20.66535,11.05701
28.84846,25.67823,16.15136
29.96836,15.68497,21.09062
33.55266,20.68991,11.10228
24.96023,25.70276,16.15163
43.56385,15.70353,21.1163
19.9875,20.71638,11.11194
24.97991,25.72923,16.19335
30.0012,15.73597,21.14562
19.99958,20.74089,11.1537
35.99801,25.75365,16.20266
30.02077,15.75449,21.16423
26.13277,20.76738,11.15875
25.02239,25.78023,16.2483
45.03043,15.78702,21.19258
20.04063,20.79189,11.20339
25.04365,25.80467,16.25358
30.05405,15.80551,21.21999
20.07478,20.81827,11.21378
25.06702,25.83118,16.2972
30.08833,15.83996,21.24339
20.08481,20.84288,11.25512
25.08291,25.85575,16.30241
33.98685,15.85646,21.26909
20.11481,20.86929,11.2607
25.10223,25.88224,16.35607
30.11208,15.88891,21.29432
20.12509,20.89383,11.31039
38.84828,25.90858,16.35737
30.13487,15.90743,21.31695
20.14455,20.92032,11.31157
25.13677,25.93116,16.39907
30.15811,15.93996,21.34626
20.17311,20.9448,11.3596
25.16212,25.9576,16.40436
30.17411,15.95845,21.37746
20.1779,20.97125,11.36352
36.16443,25.98407,16.45199
30.19281,15.9909,21.39788
20.19756,20.99576,11.40931
25.20072,26.0086,16.45325
30.212,16.00948,21.42322
20.23195,21.02222,11.41352
38.9458,26.03514,16.50297
30.23053,16.04187,21.45108
20.2382,21.04677,11.45908
31.34909,26.05964,16.50419
30.26347,16.06034,21.4746
20.2578,21.07321,11.46445
25.25726,26.08616,16.55378
30.26922,16.09479,21.50709
20.28112,21.09775,11.51002
25.27335,26.11054,16.55707
30.29463,16.11138,21.53398
20.29685,21.12424,11.53216
25.29648,26.13704,16.5977
30.31041,16.14384,21.54905
20.31538,21.14873,11.56263
25.31644,26.16152,16.60996
30.33382,16.16237,21.58654
20.34876,21.17517,11.57419
25.3408,26.18608,16.66158
30.34766,16.19491,21.60186
20.35364,36.20171,11.61583
25.35683,26.21248,16.66299
30.36712,16.21736,21.62248
20.37246,21.23013,11.6171
26.04272,41.23517,16.70826
30.38677,16.24578,21.65288
20.39415,21.25063,11.66279
25.39555,26.26354,16.71385
30.42113,16.26436,21.68057
20.41752,21.27712,11.67213
39.13879,26.28999,16.73954
30.42738,16.29672,21.70372
20.43703,21.30167,11.71372
26.1014,26.31452,16.76474
30.447,16.31531,21.7294
26.57318,21.32821,11.72096
25.46658,26.34099,16.79045
30.46656,16.3478,21.75669
20.47038,21.35263,11.76467
25.47349,26.36542,16.81973
30.48886,16.36625,21.77525
20.50479,21.37913,11.76989
25.49679,26.39198,16.84134
30.51924,31.40084,21.80362
35.50833,21.40361,11.81057
25.51288,26.41639,16.86669
34.41385,16.42131,21.83103
20.54831,36.4341,11.82481
25.53334,26.43893,16.89232
30.54371,16.44972,21.85854
20.55129,21.45459,11.8655
25.55076,26.46746,16.91752
30.56377,16.46823,21.88417
20.57453,21.48103,11.87985
25.56668,41.49401,16.94324
30.58804,16.49667,21.90541
20.59044,21.50158,11.9214
25.58602,26.52236,16.96854
30.60406,16.5232,21.928
20.60777,21.53607,11.92265
25.60994,26.54092,16.99107
30.62735,16.54766,21.9564
24.52313,21.55257,11.96834
25.64471,26.57342,17.01941
44.22589,16.57421,21.98602
20.64799,21.58706,11.97558
25.65126,26.59186,17.04509
30.66148,16.59866,22.01526
26.89888,21.60352,12.01927
25.66917,26.62434,17.07036
30.69206,16.62518,22.033
24.59857,21.63798,12.02255
25.7044,26.64289,17.09294
30.71383,16.64967,22.06222
21.3704,21.65453,12.07209
47.65318,26.67539,17.12532
30.73305,16.6761,22.08978
20.72961,21.68898,12.08549
31.84755,26.6939,17.1469
30.75264,16.70059,22.11111
46.77382,21.70551,12.1251
25.75206,26.71831,17.16824
34.67979,16.72314,22.14042
20.7733,21.73604,12.13435
25.77474,26.7408,17.20185
30.79731,16.75159,22.15813
20.80198,21.75648,12.17187
25.79075,26.76929,17.22307
34.70891,16.77412,22.18742
20.81945,21.78693,12.17734
25.8114,26.79188,17.24569
59.54573,16.8026,22.21296
20.82914,21.80744,12.2199
25.83266,26.82023,17.27209
30.85614,16.82505,22.23564
24.75458,21.8379,12.2282
31.95095,26.84277,17.2993
30.86157,16.85354,22.26394
20.86944,21.85849,12.27083
25.86896,26.87129,17.32295
30.88294,16.87607,22.29163
20.88773,21.88889,12.28519
25.88494,26.89375,17.34671
30.90624,16.90453,22.3129
20.92112,21.90942,12.32656
25.91318,26.92222,17.37184
30.9212,16.92711,22.33743
20.92593,21.9399,12.33206
25.92921,26.94475,17.40156
30.93958,16.95546,22.36573
20.94402,21.9604,12.3598
29.8539,26.97522,17.4228
30.96971,16.97799,22.39296
20.97131,21.99083,12.38698
40.97199,26.99579,17.4525
30.9798,17.00651,22.41665
20.98726,22.01136,12.42822
25.98665,27.02423,17.47579
31.00088,17.02901,22.44834
21.01051,22.04182,12.43391
26.00285,27.04669,17.49841
31.02414,17.05742,22.46757
21.0246,22.06241,12.47931
26.03427,27.07521,17.52661
31.0437,17.08003,22.4902
21.05861,22.09279,12.48489
26.05505,27.0977,17.55418
31.0624,17.10848,22.52251
21.07829,22.11329,12.53062
29.97891,27.1261,17.57357
31.09112,17.13094,22.54574
21.09892,37.14388,12.53575
26.09928,27.14867,17.53678
31.09766,17.1594,22.5495
21.10515,22.16431,12.57238
26.11178,27.17712,17.56306
31.11735,17.18195,22.59513
21.12478,22.19481,12.58667
26.14712,27.19961,17.60875
31.14093,17.2104,22.5984
21.14439,22.21527,12.62823
26.14821,27.23008,17.61403
31.16162,17.23293,22.64205
21.16405,22.24573,12.63759
26.1863,27.24864,17.65567
31.18125,17.26142,22.65129
32.1093,22.26626,12.67891
26.19653,27.2791,17.66491
31.20092,17.28384,22.69278
21.21581,22.29672,12.68859
26.21223,27.30161,17.70654
31.21462,17.94636,22.70221
21.2363,22.31925,12.73221
26.23182,27.33011,17.71983
31.23416,17.33488,22.7437
21.24166,22.34774,12.73945
26.25047,27.35255,17.75765
31.25386,17.36329,22.7612
21.26121,22.36828,12.76477
26.2835,27.38102,17.76671
31.2785,17.38584,22.79879
21.28104,22.39867,12.78841
26.28475,27.40357,17.81244
31.29819,17.41636,22.80806
21.29861,22.41918,12.83004
26.3228,27.43203,17.8178
31.31772,17.4368,22.84548
21.33262,22.44965,12.8413
26.32902,27.45455,17.85938
31.33548,17.46528,22.85298
21.35231,22.47019,12.88021
26.34862,27.48304,17.86865
31.35105,17.48782,22.89467
25.25962,22.50063,12.89025
26.3716,27.5055,17.91428
37.60818,17.51628,22.90398
21.39189,22.52116,12.93181
26.41104,27.53402,17.92149
31.40209,17.53879,22.94537
21.39862,22.55162,12.94121
41.41565,27.55655,17.96214
31.41114,17.56724,7.95087
21.4145,22.57215,12.97883
26.44071,27.5849,17.98046
31.43167,17.58975,7.99045
21.44764,22.60258,12.98408
26.45642,27.60749,18.02184
31.45138,17.61827,8.00565
21.46715,22.6231,13.03161
26.46655,27.63593,18.02744
31.47002,17.64082,8.03832
21.48588,22.65357,13.03506
26.48622,27.65849,18.07108
35.38829,17.67117,8.06062
21.50678,22.6741,13.08069
26.51449,27.68701,18.07827
30.22444,17.69171,8.09227
21.52131,22.70455,13.08599
41.53867,27.70941,18.11894
30.24536,17.72018,8.10358
21.53437,22.72513,13.13562
26.56462,27.73983,18.12924
30.26724,17.74268,8.14324
21.5589,22.75562,13.13686
26.58531,27.7604,18.17468
30.28809,17.77116,8.15846
21.58812,22.77606,13.18177
41.58585,27.78886,18.18023
30.31155,17.7937,8.19116
21.5979,22.8065,13.18778
26.61675,27.81137,18.22385
30.32921,17.8221,8.2094
21.63312,22.82901,13.23336
26.63729,27.83989,18.23111
31.64283,17.84466,8.24505
21.63738,37.85755,13.24271
30.54352,27.86243,18.27635
30.3613,17.87311,8.25637
21.66489,22.87802,13.28432
26.67501,42.89299,18.28601
30.38726,17.89559,8.296
21.68173,22.90845,13.28976
26.69472,27.91335,18.32747
30.40972,17.92409,8.31122
21.7063,22.929,13.33487
26.71555,27.9418,18.33294
30.43054,17.94669,8.34388
21.73534,22.95947,13.34456
26.73957,27.96429,18.36463
30.45114,17.97503,8.36225
21.74163,22.97994,13.38208
26.86835,27.99283,18.37583
30.47348,17.99762,8.39782
21.77301,23.01046,13.39155
37.78688,28.01531,18.41256
31.79019,18.0261,8.40514
21.7793,23.03092,13.43718
26.89593,28.04372,18.42692
30.50718,33.04866,8.44884
21.80739,23.06139,13.44242
26.91114,28.06629,18.4682
30.5174,18.07708,8.46
21.82047,23.08193,13.48365
32.94509,28.09484,18.47769
30.55425,18.09954,8.49666
21.84683,23.11238,13.49341
26.9544,28.11723,18.5174
42.78659,18.12797,8.51096
21.87427,23.13296,13.53482
26.98006,28.14566,18.52861
30.59728,18.15055,8.55061
21.88404,23.1634,13.54433
27.00205,28.16824,18.56535
30.61442,18.17898,8.55799
35.48893,23.18389,13.58591
27.03044,28.19665,18.58358
30.63017,18.19954,8.60154
21.9304,23.21431,13.5952
27.03833,28.21923,18.62103
30.64963,18.23001,8.61279
21.94344,23.23484,13.63643
27.05603,28.24772,18.63057
31.95699,18.25246,8.64945
21.96674,23.26535,13.65019
27.76103,28.27015,18.67025
54.32388,18.2809,8.66775
32.95938,23.28584,13.68757
27.10056,28.2987,18.68146
31.99511,18.30351,8.70345
22.00055,23.31627,13.69712
